title,description,url,publicationDate,category,authors,text
An Anti-Abortion Campaigner on the Movement’s Historic Win,"James Bopp, chief lawyer for the National Right to Life Committee, says that overturning Roe v. Wade is only the halfway point.",https://www.nytimes.com/2022/07/07/podcasts/the-daily/anti-abortion-roe-v-wade.html,2022-07-07,Podcasts,"By Sabrina Tavernise, Rachel Quester, Asthaa Chaturvedi, Jessica Cheung, Stella Tan, Lisa Chow, Liz O. Baylen, Marion Lozano, Dan Powell, Elisheba Ittoop and Chris Wood","After Roe v. Wade was decided in 1973, a group of conservative lawyers embarked on what would become a decades-long mission to reverse the ruling."
Match Group suspends some political donations after abortion ruling.,"The operator of Tinder, Hinge and other dating sites said it would no longer give money to groups representing Republican and Democratic attorneys general.",https://www.nytimes.com/2022/07/07/business/match-group-donations-dobbs-roe.html,2022-07-07,Business Day,By Emma Goldberg,"Facing scrutiny for donations to the Republican Attorneys General Association, whose members supported the overturning of Roe v. Wade, Match Group says it will suspend further contributions to the association as well as the Democratic Attorneys General Association."
"After Roe, South Carolina Considers More Restrictions on Abortion","The state legislature was the first to step into a post-Roe world, clearing the path for full bans in other conservative states.",https://www.nytimes.com/2022/07/07/us/south-carolina-abortion.html,2022-07-07,U.S.,By Richard Fausset and Ava Sasani,"COLUMBIA, S.C. — Nearly two weeks after the Supreme Court overturned the constitutional right to abortion established by Roe v. Wade, South Carolina lawmakers became the first to consider more restrictive legislation."
Democrats Can Win if They Embrace the Politics of Fear,The right learned to use fear as a political weapon. Now Democrats must beat them at their own game.,https://www.nytimes.com/2022/07/08/opinion/democrats-abortion-midterms.html,2022-07-08,Opinion,By Ana Marie Cox,"When it comes to abortion rights, the Democrats need to lean into the politics of fear."
"With Roe Overturned, Austin’s Loss Could Be Brooklyn’s Gain","Cities around the South have challenged the supremacy of coastal supercities, drawing a steady flow of creative young people. Will new abortion bans put an end to that?",https://www.nytimes.com/2022/07/08/nyregion/abortion-access-texas-new-york.html,2022-07-08,New York,By Ginia Bellafante,"Imagine that you are a young woman setting out on your adult life in the United States of America in 2022. College is behind you; fulfilling personal and professional ambitions in a stimulating place is meant to come next. Ten or 20 years ago, depending on your interests, you might have moved, as if by reflex, to New York or Chicago, to Los Angeles or San Francisco. But those cities have become only more punishingly expensive. The average rental price of an apartment in Brooklyn is now $3,500, up 12 percent over last year, when we were still lingering in the misguided belief that the pandemic had perhaps changed the city irrevocably toward the softer and more accessible. (In Manhattan, the figure jumped 32 percent to $4,800.)"
Covering a Pre- and Post-Roe World,"Margot Sanger-Katz, a domestic correspondent who writes about health care for The Upshot, shares how previous reporting helped readers understand the future of abortion access in the United States.",https://www.nytimes.com/2022/07/08/insider/covering-a-pre-and-post-roe-world.html,2022-07-08,Times Insider,By Megan DiTrolio,"In July 2019, The Upshot, an arm of The New York Times that focuses on data-driven journalism, published the article “Where Roe v. Wade Has the Biggest Effect.” Written by the journalists Margot Sanger-Katz, Claire Cain Miller and Quoctrung Bui, the article examined what would happen if Roe v. Wade was to be overturned — Where would the number of legal abortions fall? What might happen in states with so-called trigger laws, which would ban abortion almost immediately? Using research, it estimated what could happen under various scenarios, and with maps, displayed what at that point was an alternate reality."
"Under Pressure, Biden Issues Executive Order on Abortion","After the Supreme Court’s ruling, some of the president’s supporters have wanted him to push harder to protect abortion access. But details about what his new order will do remain unclear.",https://www.nytimes.com/2022/07/08/us/politics/biden-abortion-executive-order.html,2022-07-08,U.S.,By Michael D. Shear and Sheryl Gay Stolberg,"WASHINGTON — Under pressure to do more to respond to the Supreme Court’s decision to overturn Roe v. Wade, President Biden issued an executive order on Friday designed to ensure access to abortion medication and emergency contraception while preparing for legal fights to come."
What’s Next for Abortion Rights in New York?,"Before Roe v. Wade, New York City was a haven for women from across the country. Decades later, a new generation of advocates has vowed that it will remain so.",https://www.nytimes.com/2022/07/08/nyregion/abortion-new-york-roe.html,2022-07-08,New York,By Karen Zraick and Hurubie Meko,"New York has long been at the forefront of the push for abortion access. The state legalized the procedure three years before the Supreme Court decided Roe v. Wade in 1973. Thousands of women flooded in from other states, soon outnumbering the number of New York residents getting abortions."
Clergy’s Call for an Assault Weapons Ban,Clergy and spiritual leaders in upstate New York issue a plea for gun control. Also: Learning from Britain; abortion travel; dividing America; museums.,https://www.nytimes.com/2022/07/08/opinion/letters/clergy-guns-assault-weapons-ban.html,2022-07-08,Opinion,,To the Editor:
Biden Signs Executive Order to Protect Abortion Access,"President Biden issued an order aiming to protect access to abortion medication and emergency contraception, but details on how those goals would be accomplished were not outlined.",https://www.nytimes.com/video/us/politics/100000008435598/abortion-roe-biden-executive-order.html,2022-07-08,U.S.,By The New York Times,"President Biden issued an order aiming to protect access to abortion medication and emergency contraception, but details on how those goals would be accomplished were not outlined."
What the Biden Administration Could Do Now to Protect Abortion Rights,The most urgent step the federal government can take is to ensure access to medication abortion.,https://www.nytimes.com/2022/07/08/opinion/abortion-pills-policy.html,2022-07-08,Opinion,By The Editorial Board,"Barely two weeks have passed since the Supreme Court overturned Roe v. Wade, and already chaos reigns. Several states are moving to ban abortion almost completely, abortion-rights proponents are challenging those bans in court and in some cases, judges have been asked to issue injunctions that could, for a time, prevent the bans from going into effect."
Louisiana Judge Allows Abortion Ban to Take Effect,The fast-changing status in the state is emblematic of the chaotic national landscape that has unfolded in the two weeks since the Supreme Court overturned Roe v. Wade.,https://www.nytimes.com/2022/07/08/us/louisiana-abortion-ban.html,2022-07-08,U.S.,By Ava Sasani and Kate Zernike,"A judge in Louisiana allowed state laws banning nearly all abortions to take effect on Friday, lifting an earlier court decision that had temporarily blocked them."
"How Mexico’s Top Justice, Raised Catholic, Became an Abortion Rights Champion","Influenced by feminists close to him, the chief of the country’s Supreme Court helped pave the way for decriminalization of the procedure.",https://www.nytimes.com/2022/07/09/world/americas/mexico-abortion-chief-justice.html,2022-07-09,World,By Natalie Kitroeff,"MEXICO CITY — When the chief justice of Mexico’s Supreme Court began voting in favor of abortion rights, his toughest opponents were the people closest to him."
